项目代码,Region,Is_Latest,Page,Section,Section_order,Row_key,Row_label_en,Line_order,Param_en,Value_en,Row_label_fr,Param_fr,Value_fr,page_title_fr,section_title_fr,Model,Section_original,Section_normalized,Record_category,Normalization_applied,Normalization_note,Source_line,Review_flags,Review_messages
HTE154-JP,JP,TRUE,specifications,GENERAL INFO,1,cycle_life,Cycle Life,1,,6000回 (6000回の充放電後も初期容量の70%以上を維持),,,,,,JE-2000F,GENERAL INFO,GENERAL INFO,spec,NO,,127,,
HTE154-JP,JP,TRUE,specifications,GENERAL INFO,1,size_weight,Size & Weight,1,,約365×255×269 mm (約18.3 kg),,,,,,JE-2000F,GENERAL INFO,GENERAL INFO,spec,NO,,128,,
HTE154-JP,JP,TRUE,specifications,INPUT PORTS,2,ac_input,1 × AC Input,1,,"100V-120V~ 50Hz/60Hz, 最大15A, 最大1500W①",,,,,,JE-2000F,INPUT PORTS,INPUT PORTS,spec,NO,,129,,
HTE154-JP,JP,TRUE,specifications,INPUT PORTS,2,ac_input,1 × AC Input,2,,"パススルー②:100V-120V~ 50Hz/60Hz, 最大15A, 最大1500W",,,,,,JE-2000F,INPUT PORTS,INPUT PORTS,spec,NO,,130,,
HTE154-JP,JP,TRUE,specifications,INPUT PORTS,2,dc8020_ports,2 × DC8020 Ports,1,,"PV:16V-60V⎓12A, 2ポート最大21A, 最大400W",,,,,,JE-2000F,INPUT PORTS,INPUT PORTS,spec,NO,,131,,
HTE154-JP,JP,TRUE,specifications,INPUT PORTS,2,dc8020_ports,2 × DC8020 Ports,2,,"シガーソケット:11V-16V⎓最大8A, 2ポート最大8A",,,,,,JE-2000F,INPUT PORTS,INPUT PORTS,spec,NO,,132,,
HTE154-JP,JP,TRUE,specifications,OUTPUT PORTS,3,ac_ports,3 × AC,1,,"100V~50Hz/60Hz, 最大20A, 定格2000W (-10°C~45°C)",,,,,,JE-2000F,OUTPUT PORTS,OUTPUT PORTS,spec,NO,,133,,
HTE154-JP,JP,TRUE,specifications,OUTPUT PORTS,3,ac_ports,3 × AC,2,,"100V~50Hz/60Hz, 最大16A, 定格1600W (-20°C~-10°C)",,,,,,JE-2000F,OUTPUT PORTS,OUTPUT PORTS,spec,NO,,134,,
HTE154-JP,JP,TRUE,specifications,OUTPUT PORTS,3,ac_total,AC Total Output,1,,"2200W, 瞬間最大4400W",,,,,,JE-2000F,OUTPUT PORTS,OUTPUT PORTS,spec,NO,,135,,
HTE154-JP,JP,TRUE,specifications,OUTPUT PORTS,3,ac_bypass,AC Output in Bypass Mode②,1,,"100V-120V~ 50Hz/60Hz, 最大15A, 最大1500W",,,,,,JE-2000F,OUTPUT PORTS,OUTPUT PORTS,spec,NO,,136,,
HTE154-JP,JP,TRUE,specifications,OUTPUT PORTS,3,usb_c,2 × USB-C,1,,"5V⎓3A, 9V⎓3A, 12V⎓2.5A, 15V⎓2A, 20V⎓1.5A, 最大30W",,,,,,JE-2000F,OUTPUT PORTS,OUTPUT PORTS,spec,NO,,137,,
HTE154-JP,JP,TRUE,specifications,OUTPUT PORTS,3,usb_c,2 × USB-C,2,,"5V⎓3A, 9V⎓3A, 12V⎓3A, 15V⎓3A, 20V⎓5A, 最大100W (-10°C~45°C)",,,,,,JE-2000F,OUTPUT PORTS,OUTPUT PORTS,spec,NO,,138,,
HTE154-JP,JP,TRUE,specifications,OUTPUT PORTS,3,usb_c,2 × USB-C,3,,出力を停止する (-20°C~-10°C),,,,,,JE-2000F,OUTPUT PORTS,OUTPUT PORTS,spec,NO,,139,,
HTE154-JP,JP,TRUE,specifications,OUTPUT PORTS,3,usb_a,1 × USB-A,1,,"5-6V⎓3A, 6-9V⎓2A, 9-12V⎓1.5A, 最大18W",,,,,,JE-2000F,OUTPUT PORTS,OUTPUT PORTS,spec,NO,,140,,
HTE154-JP,JP,TRUE,specifications,OUTPUT PORTS,3,cigarette_output,Car Port Output,1,,12V⎓最大10A,,,,,,JE-2000F,OUTPUT PORTS,OUTPUT PORTS,spec,NO,,141,,
HTE154-JP,JP,TRUE,specifications,ENVIRONMENTAL,4,charging_temperature,Charging Temperature,1,,-20°C ~ 45°C,,,,,,JE-2000F,ENVIRONMENTAL,ENVIRONMENTAL,spec,NO,,142,,
HTE154-JP,JP,TRUE,specifications,ENVIRONMENTAL,4,operating_temperature,Operating Temperature,1,,-20°C ~ 45°C,,,,,,JE-2000F,ENVIRONMENTAL,ENVIRONMENTAL,spec,NO,,143,,
HTE154-JP,JP,TRUE,specifications,ENVIRONMENTAL,4,storage_temperature,Storage Temperature,1,,1ヶ月 -20°C ~ 45°C,,,,,,JE-2000F,ENVIRONMENTAL,ENVIRONMENTAL,spec,NO,,144,,
HTE154-JP,JP,TRUE,specifications,ENVIRONMENTAL,4,storage_temperature,Storage Temperature,2,,3ヶ月 0°C ~ 45°C,,,,,,JE-2000F,ENVIRONMENTAL,ENVIRONMENTAL,spec,NO,,145,,
HTE154-JP,JP,TRUE,specifications,ENVIRONMENTAL,4,storage_temperature,Storage Temperature,3,,1年 0°C ~ 25°C,,,,,,JE-2000F,ENVIRONMENTAL,ENVIRONMENTAL,spec,NO,,146,,
HTP017-US,US,TRUE,specifications,GENERAL INFO,1,product_name,Product Name,1,,Jackery Battery Pack 2000,,,,,,JBP-2000B,GENERAL INFO,GENERAL INFO,spec,NO,,147,,
HTP017-US,US,TRUE,specifications,GENERAL INFO,1,model_no,Model No.,1,,JBP-2000B,,,,,,JBP-2000B,GENERAL INFO,GENERAL INFO,spec,NO,,148,,
HTP017-US,US,TRUE,specifications,BATTERY,5,field_001,Rated Capacity,1,,2048Wh,,,,,,JBP-2000B,BATTERY,BATTERY,spec,NO,,149,,
HTP017-US,US,TRUE,specifications,BATTERY,5,field_002,Voltage Configuration,1,,51.2V/40Ah (16S2P),,,,,,JBP-2000B,BATTERY,BATTERY,spec,NO,,150,,
HTP017-US,US,TRUE,specifications,INPUT PORTS,2,field_003,Charging Method,1,,只能接主机充电,,,,,,JBP-2000B,INPUT PORTS,INPUT PORTS,spec,NO,,151,,
HTP017-US,US,TRUE,specifications,INPUT PORTS,2,field_004,Expansion Port Voltage Range,1,,DC 36.8–57.6V,,,,,,JBP-2000B,INPUT PORTS,INPUT PORTS,spec,NO,,152,,
HTP017-US,US,TRUE,specifications,INPUT PORTS,2,field_005,Maximum Expansion Port Current,1,,75A,,,,,,JBP-2000B,INPUT PORTS,INPUT PORTS,spec,NO,,153,,
HTP017-US,US,TRUE,specifications,MECHANICAL,6,field_006,Weight,1,,15.6kg,,,,,,JBP-2000B,MECHANICAL,MECHANICAL,spec,NO,,154,,
HTP017-US,US,TRUE,specifications,MECHANICAL,6,field_007,Dimensions - Length,1,,365mm,,,,,,JBP-2000B,MECHANICAL,MECHANICAL,spec,NO,,155,,
HTP017-US,US,TRUE,specifications,MECHANICAL,6,field_008,Dimensions - Width,1,,255mm,,,,,,JBP-2000B,MECHANICAL,MECHANICAL,spec,NO,,156,,
HTP017-US,US,TRUE,specifications,MECHANICAL,6,field_009,Dimensions - Height,1,,205mm,,,,,,JBP-2000B,MECHANICAL,MECHANICAL,spec,NO,,157,,
HTP017-US,US,TRUE,specifications,GENERAL INFO,1,field_010,Product Name,1,,Jackery Battery Pack 2000,,,,,,JBP-2000B,GENERAL INFO,GENERAL INFO,spec,NO,,158,,
HTP017-US,US,TRUE,specifications,GENERAL INFO,1,field_011,Model No.,1,,JBP-2000B,,,,,,JBP-2000B,GENERAL INFO,GENERAL INFO,spec,NO,,159,,
HTP017-US,US,TRUE,specifications,BATTERY,5,field_012,Cell Chemistry,1,,LiFePO4,,,,,,JBP-2000B,BATTERY,BATTERY,spec,NO,,160,,
HTP017-US,US,TRUE,specifications,BATTERY,5,field_013,Cycle Life,1,,"6000 cycles (90%DOD, 0.5C/0.5C, ≥70%, 25℃)",,,,,,JBP-2000B,BATTERY,BATTERY,spec,NO,,161,,
HTP017-US,US,TRUE,specifications,ENVIRONMENTAL,4,field_014,Charging Temperature,1,,-20℃ ~ 45℃,,,,,,JBP-2000B,ENVIRONMENTAL,ENVIRONMENTAL,spec,NO,,162,,
HTP017-US,US,TRUE,specifications,ENVIRONMENTAL,4,field_015,Discharge Temperature,1,,-20℃ ~ 45℃,,,,,,JBP-2000B,ENVIRONMENTAL,ENVIRONMENTAL,spec,NO,,163,,
HTP017-US,US,TRUE,specifications,BATTERY,5,field_016,Discharge Capacity,1,,">1597Wh (@AC 2400W, 25℃)",,,,,,JBP-2000B,BATTERY,BATTERY,spec,NO,,164,,
HTP017-US,US,TRUE,specifications,BATTERY,5,field_017,Storage Temperature,1,,"1 year: 0~25℃
3 months: 0~45℃
1 month: -20~45℃",,,,,,JBP-2000B,BATTERY,BATTERY,spec,NO,,165,,
HTP017-US,US,TRUE,specifications,ENVIRONMENTAL,4,field_018,Operating Humidity,1,,0~60% RH (不冷凝),,,,,,JBP-2000B,ENVIRONMENTAL,ENVIRONMENTAL,spec,NO,,166,,
HTP017-US,US,TRUE,specifications,MECHANICAL,6,field_019,Housing Material,1,,PC+ABS (94V-0),,,,,,JBP-2000B,MECHANICAL,MECHANICAL,spec,NO,,167,,
HTP017-US,US,TRUE,specifications,ENVIRONMENTAL,4,field_020,Pollution Degree,1,,Ⅲ,,,,,,JBP-2000B,ENVIRONMENTAL,ENVIRONMENTAL,spec,NO,,168,,
HTP017-JP,JP,TRUE,specifications,GENERAL INFO,1,product_name,Product Name,1,,Jackery Battery Pack 2000,,,,,,JBP-2000B,GENERAL INFO,GENERAL INFO,spec,NO,,169,,
HTP017-JP,JP,TRUE,specifications,GENERAL INFO,1,model_no,Model No.,1,,JBP-2000B,,,,,,JBP-2000B,GENERAL INFO,GENERAL INFO,spec,NO,,170,,
HTP017-JP,JP,TRUE,specifications,BATTERY,5,field_001,Rated Capacity,1,,2048Wh,,,,,,JBP-2000B,BATTERY,BATTERY,spec,NO,,171,,
HTP017-JP,JP,TRUE,specifications,BATTERY,5,field_002,Voltage Configuration,1,,51.2V/40Ah (16S2P),,,,,,JBP-2000B,BATTERY,BATTERY,spec,NO,,172,,
HTP017-JP,JP,TRUE,specifications,INPUT PORTS,2,field_003,Charging Method,1,,只能接主机充电,,,,,,JBP-2000B,INPUT PORTS,INPUT PORTS,spec,NO,,173,,
HTP017-JP,JP,TRUE,specifications,INPUT PORTS,2,field_004,Expansion Port Voltage Range,1,,DC 36.8–57.6V,,,,,,JBP-2000B,INPUT PORTS,INPUT PORTS,spec,NO,,174,,
HTP017-JP,JP,TRUE,specifications,INPUT PORTS,2,field_005,Maximum Expansion Port Current,1,,75A,,,,,,JBP-2000B,INPUT PORTS,INPUT PORTS,spec,NO,,175,,
HTP017-JP,JP,TRUE,specifications,MECHANICAL,6,field_006,Weight,1,,15.6kg,,,,,,JBP-2000B,MECHANICAL,MECHANICAL,spec,NO,,176,,
HTP017-JP,JP,TRUE,specifications,MECHANICAL,6,field_007,Dimensions - Length,1,,365mm,,,,,,JBP-2000B,MECHANICAL,MECHANICAL,spec,NO,,177,,
HTP017-JP,JP,TRUE,specifications,MECHANICAL,6,field_008,Dimensions - Width,1,,255mm,,,,,,JBP-2000B,MECHANICAL,MECHANICAL,spec,NO,,178,,
HTP017-JP,JP,TRUE,specifications,MECHANICAL,6,field_009,Dimensions - Height,1,,205mm,,,,,,JBP-2000B,MECHANICAL,MECHANICAL,spec,NO,,179,,
HTP017-JP,JP,TRUE,specifications,GENERAL INFO,1,field_010,Product Name,1,,Jackery Battery Pack 2000,,,,,,JBP-2000B,GENERAL INFO,GENERAL INFO,spec,NO,,180,,
HTP017-JP,JP,TRUE,specifications,GENERAL INFO,1,field_011,Model No.,1,,JBP-2000B,,,,,,JBP-2000B,GENERAL INFO,GENERAL INFO,spec,NO,,181,,
HTP017-JP,JP,TRUE,specifications,BATTERY,5,field_012,Cell Chemistry,1,,LiFePO4,,,,,,JBP-2000B,BATTERY,BATTERY,spec,NO,,182,,
HTP017-JP,JP,TRUE,specifications,BATTERY,5,field_013,Cycle Life,1,,"6000 cycles
(90%DOD, 0.5C/0.5C, ≥70%, 25℃)",,,,,,JBP-2000B,BATTERY,BATTERY,spec,NO,,183,,
HTP017-JP,JP,TRUE,specifications,ENVIRONMENTAL,4,field_014,Charging Temperature,1,,-20℃ ~ 45℃,,,,,,JBP-2000B,ENVIRONMENTAL,ENVIRONMENTAL,spec,NO,,184,,
HTP017-JP,JP,TRUE,specifications,ENVIRONMENTAL,4,field_015,Discharge Temperature,1,,-20℃ ~ 45℃,,,,,,JBP-2000B,ENVIRONMENTAL,ENVIRONMENTAL,spec,NO,,185,,
HTP017-JP,JP,TRUE,specifications,BATTERY,5,field_016,Discharge Capacity,1,,>1597Wh (@AC output 2400W & Ta=25℃),,,,,,JBP-2000B,BATTERY,BATTERY,spec,NO,,186,,
HTP017-JP,JP,TRUE,specifications,BATTERY,5,field_017,Storage Temperature,1,,"1 year: 0~25℃
3 months: 0~45℃
1 month: -20~45℃",,,,,,JBP-2000B,BATTERY,BATTERY,spec,NO,,187,,
HTP017-JP,JP,TRUE,specifications,ENVIRONMENTAL,4,field_018,Operating Humidity,1,,0~60% RH (不冷凝),,,,,,JBP-2000B,ENVIRONMENTAL,ENVIRONMENTAL,spec,NO,,188,,
HTP017-JP,JP,TRUE,specifications,MECHANICAL,6,field_019,Housing Material,1,,PC+ABS (94V-0),,,,,,JBP-2000B,MECHANICAL,MECHANICAL,spec,NO,,189,,
HTP017-JP,JP,TRUE,specifications,ENVIRONMENTAL,4,field_020,Pollution Degree,1,,Ⅱ,,,,,,JBP-2000B,ENVIRONMENTAL,ENVIRONMENTAL,spec,NO,,190,,
HTE152-US,US,TRUE,specifications,INPUT PORTS,2,field_001,Charging Input,1,,16V–60V,,,,,,JHP-2000A,INPUT PORTS,INPUT PORTS,spec,NO,,191,,
HTE132500A-EU-JAK,EU,TRUE,specifications,GENERAL INFO,1,product_name,Product Name,1,,Jackery Explorer 3600 Plus,,,,,,JE-3600A,GENERAL INFO,GENERAL INFO,spec,NO,,192,,
HTE132500A-EU-JAK,EU,TRUE,specifications,GENERAL INFO,1,model_no,Model No.,1,,JE-3600A,,,,,,JE-3600A,GENERAL INFO,GENERAL INFO,spec,NO,,193,,
HTE132500A-EU-JAK,EU,TRUE,specifications,GENERAL INFO,1,capacity,Capacity,1,,80Ah / 44.8V DC (3584 Wh),,,,,,JE-3600A,GENERAL INFO,GENERAL INFO,spec,NO,,194,,
HTE132500A-EU-JAK,EU,TRUE,specifications,GENERAL INFO,1,cell_chemistry,Cell Chemistry,1,,LiFePO4,,,,,,JE-3600A,GENERAL INFO,GENERAL INFO,spec,NO,,195,,
HTE132500A-EU-JAK,EU,TRUE,specifications,GENERAL INFO,1,weight,Weight,1,,About 35 kg,,,,,,JE-3600A,GENERAL INFO,GENERAL INFO,spec,NO,,196,,
HTE132500A-EU-JAK,EU,TRUE,specifications,GENERAL INFO,1,dimensions,Dimensions,1,,38.5×30.9×49.1 cm,,,,,,JE-3600A,GENERAL INFO,GENERAL INFO,spec,NO,,197,,
HTE132500A-EU-JAK,EU,TRUE,specifications,GENERAL INFO,1,cycle_life,Cycle Life,1,,6000 cycles to 70%+ capacity,,,,,,JE-3600A,GENERAL INFO,GENERAL INFO,spec,NO,,198,,
HTE132500A-EU-JAK,EU,TRUE,specifications,INPUT PORTS,2,ac_input,1 × AC Input,1,Charge Mode,"220-240V~50Hz, 10A Max",,,,,,JE-3600A,INPUT PORTS,INPUT PORTS,spec,NO,,199,,
HTE132500A-EU-JAK,EU,TRUE,specifications,INPUT PORTS,2,ac_input,1 × AC Input,2,Bypass Mode①,"220-240V~50Hz, 10A Max",,,,,,JE-3600A,INPUT PORTS,INPUT PORTS,spec,NO,,200,,
HTE132500A-EU-JAK,EU,TRUE,specifications,INPUT PORTS,2,dc8020_ports,2 × DC8020 Ports,1,,12-16V⎓8A Max,,,,,,JE-3600A,INPUT PORTS,INPUT PORTS,spec,NO,,201,,
HTE132500A-EU-JAK,EU,TRUE,specifications,INPUT PORTS,2,dc8020_ports,2 × DC8020 Ports,2,,"16-60V⎓12A, double to 24A Max / 1000W Max",,,,,,JE-3600A,INPUT PORTS,INPUT PORTS,spec,NO,,202,,
HTE132500A-EU-JAK,EU,TRUE,specifications,INPUT PORTS,2,dc_expansion_port,1 × DC Expansion Port,1,,36.4V-50.4V⎓100A Max,,,,,,JE-3600A,INPUT PORTS,INPUT PORTS,spec,NO,,203,,
HTE132500A-EU-JAK,EU,TRUE,specifications,OUTPUT PORTS,3,ac_output,3 × AC,1,,"230V~ 50Hz, 20A Max, 3600W",,,,,,JE-3600A,OUTPUT PORTS,OUTPUT PORTS,spec,NO,,204,,
HTE132500A-EU-JAK,EU,TRUE,specifications,OUTPUT PORTS,3,ac_total_output,AC Total Output②,1,,"3600W Rated, 7200W Surge peak",,,,,,JE-3600A,OUTPUT PORTS,OUTPUT PORTS,spec,NO,,205,,
HTE132500A-EU-JAK,EU,TRUE,specifications,OUTPUT PORTS,3,ac_output_bypass,AC Output in Bypass Mode①,1,,"220-240V~50Hz, 10A Max",,,,,,JE-3600A,OUTPUT PORTS,OUTPUT PORTS,spec,NO,,206,,
HTE132500A-EU-JAK,EU,TRUE,specifications,OUTPUT PORTS,3,usb_c,2 × USB-C 100W,1,,"100W Max, 5V⎓3A, 9V⎓3A, 12V⎓3A, 15V⎓3A, 20V⎓5A",,,,,,JE-3600A,OUTPUT PORTS,OUTPUT PORTS,spec,NO,,207,,
HTE132500A-EU-JAK,EU,TRUE,specifications,OUTPUT PORTS,3,usb_a,2 × USB-A 18W,1,,"18W Max, 5-6V⎓3A, 6-9V⎓2A, 9-12V⎓1.5A",,,,,,JE-3600A,OUTPUT PORTS,OUTPUT PORTS,spec,NO,,208,,
HTE132500A-EU-JAK,EU,TRUE,specifications,OUTPUT PORTS,3,dc_expansion_port,1 × DC Expansion Port,1,,36.4V-50.4V⎓60A Max,,,,,,JE-3600A,OUTPUT PORTS,OUTPUT PORTS,spec,NO,,209,,
HTE132500A-EU-JAK,EU,TRUE,specifications,OUTPUT PORTS,3,maximum_short_circuit_current_and_duration,Maximum Short Circuit Current and Duration,1,,1160A/860μs,,,,,,JE-3600A,OUTPUT PORTS,OUTPUT PORTS,spec,NO,,210,,
HTE132500A-EU-JAK,EU,TRUE,specifications,ENVIRONMENTAL,4,charge_temperature,Charge Temperature,1,,-20°C to 45°C,,,,,,JE-3600A,ENVIRONMENTAL,ENVIRONMENTAL,spec,NO,,211,,
HTE132500A-EU-JAK,EU,TRUE,specifications,ENVIRONMENTAL,4,discharge_temperature,Discharge Temperature,1,,-20°C to 45°C,,,,,,JE-3600A,ENVIRONMENTAL,ENVIRONMENTAL,spec,NO,,212,,
HTE132500A-EU-JAK,EU,TRUE,specifications,TEMPLATE VARS,99,tpl_power_button_label,POWER Button,1,,POWER Button,,,,,,JE-3600A,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,213,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
HTE132500A-EU-JAK,EU,TRUE,specifications,TEMPLATE VARS,99,tpl_usb_power_button_label,USB Power Button,1,,USB Power Button,,,,,,JE-3600A,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,214,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
HTE132500A-EU-JAK,EU,TRUE,specifications,TEMPLATE VARS,99,tpl_ac_power_button_label,AC Power Button,1,,AC Power Button,,,,,,JE-3600A,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,215,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
HTE132500A-EU-JAK,EU,TRUE,specifications,TEMPLATE VARS,99,tpl_battery_pack_name,Battery Pack Name,1,,Jackery Battery Pack 3600,,,,,,JE-3600A,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,216,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
HTE1531000A-US-JAK,US,TRUE,specifications,GENERAL INFO,1,product_name,Product Name,1,,Jackery ポータブル電源 1000 New v2,,,,,,JE-1000F,GENERAL INFO,GENERAL INFO,spec,NO,,217,,
HTE1531000A-US-JAK,US,TRUE,specifications,GENERAL INFO,1,model_no,Model No.,1,,JE-1000F,,,,,,JE-1000F,GENERAL INFO,GENERAL INFO,spec,NO,,218,,
HTE1531000A-US-JAK,US,TRUE,specifications,GENERAL INFO,1,capacity,Capacity,1,,1024 Wh (20Ah/51.2V DC),,,,,,JE-1000F,GENERAL INFO,GENERAL INFO,spec,NO,,219,,
HTE1531000A-US-JAK,US,TRUE,specifications,GENERAL INFO,1,weight,Weight,1,,About 10.6 kg,,,,,,JE-1000F,GENERAL INFO,GENERAL INFO,spec,NO,,220,,
HTE1531000A-US-JAK,US,TRUE,specifications,GENERAL INFO,1,cycle_life,Cycle Life,1,,"6000 Cycles (90%DOD, 0.5C/0.5C, ≥70%, 25°C)",,,,,,JE-1000F,GENERAL INFO,GENERAL INFO,spec,NO,,221,,
HTE1531000A-US-JAK,US,TRUE,specifications,INPUT PORTS,2,ac_input,AC Input,1,Charge Mode,"100V-120V~60Hz, 15A Max",,,,,,JE-1000F,INPUT PORTS,INPUT PORTS,spec,NO,,222,,
HTE1531000A-US-JAK,US,TRUE,specifications,INPUT PORTS,2,ac_input,AC Input,2,AC Flash Charge,About 1650W±50W @25°C,,,,,,JE-1000F,INPUT PORTS,INPUT PORTS,spec,NO,,223,,
HTE1531000A-US-JAK,US,TRUE,specifications,INPUT PORTS,2,dc8020_ports,DC8020 Ports,1,,"11V-16V⎓8A Max, Double 8A Max",,,,,,JE-1000F,INPUT PORTS,INPUT PORTS,spec,NO,,224,,
HTE1531000A-US-JAK,US,TRUE,specifications,INPUT PORTS,2,dc8020_ports,DC8020 Ports,2,,"16V-60V⎓12A, Double 21A Max / 400W Max",,,,,,JE-1000F,INPUT PORTS,INPUT PORTS,spec,NO,,225,,
HTE1531000A-US-JAK,US,TRUE,specifications,OUTPUT PORTS,3,ac_output,AC Output,1,,"120V~60Hz, 12.5A, 1500W Rated (-10°C to 45°C)",,,,,,JE-1000F,OUTPUT PORTS,OUTPUT PORTS,spec,NO,,226,,
HTE1531000A-US-JAK,US,TRUE,specifications,OUTPUT PORTS,3,ac_output,AC Output,2,,"120V~60Hz, 5.8A, 700W Rated (-20°C to -10°C)",,,,,,JE-1000F,OUTPUT PORTS,OUTPUT PORTS,spec,NO,,227,,
HTE1531000A-US-JAK,US,TRUE,specifications,OUTPUT PORTS,3,ac_total_output,AC Total Output,1,,"1500W Rated, 3000W Surge peak",,,,,,JE-1000F,OUTPUT PORTS,OUTPUT PORTS,spec,NO,,228,,
HTE1531000A-US-JAK,US,TRUE,specifications,OUTPUT PORTS,3,ac_output_bypass,AC Output in Bypass Mode,1,,1500W,,,,,,JE-1000F,OUTPUT PORTS,OUTPUT PORTS,spec,NO,,229,,
HTE1531000A-US-JAK,US,TRUE,specifications,OUTPUT PORTS,3,usb_c,USB-C,1,,"1 × USB-C: 100W Max, 5V⎓3A, 9V⎓3A, 12V⎓3A, 15V⎓3A, 20V⎓5A (-10°C to 45°C)",,,,,,JE-1000F,OUTPUT PORTS,OUTPUT PORTS,spec,NO,,230,,
HTE1531000A-US-JAK,US,TRUE,specifications,OUTPUT PORTS,3,usb_c,USB-C,2,,USB-C 100W output disabled (-20°C to -10°C),,,,,,JE-1000F,OUTPUT PORTS,OUTPUT PORTS,spec,NO,,231,,
HTE1531000A-US-JAK,US,TRUE,specifications,OUTPUT PORTS,3,usb_c,USB-C,3,,"1 × USB-C: 30W Max, 5V⎓3A, 9V⎓3A, 12V⎓2.5A, 15V⎓2A, 20V⎓1.5A",,,,,,JE-1000F,OUTPUT PORTS,OUTPUT PORTS,spec,NO,,232,,
HTE1531000A-US-JAK,US,TRUE,specifications,OUTPUT PORTS,3,usb_a,USB-A,1,,"1 × USB-A: 18W Max, 5-6V⎓3A, 6-9V⎓2A, 9-12V⎓1.5A",,,,,,JE-1000F,OUTPUT PORTS,OUTPUT PORTS,spec,NO,,233,,
HTE1531000A-US-JAK,US,TRUE,specifications,OUTPUT PORTS,3,dc12_port,DC 12V Port,1,,12V⎓10A Max,,,,,,JE-1000F,OUTPUT PORTS,OUTPUT PORTS,spec,NO,,234,,
HTE1531000A-US-JAK,US,TRUE,specifications,ENVIRONMENTAL,4,operating_temperature,Operating Temperature,1,,-20°C to 45°C,,,,,,JE-1000F,ENVIRONMENTAL,ENVIRONMENTAL,spec,NO,,235,,
HTE1531000A-US-JAK,US,TRUE,specifications,ENVIRONMENTAL,4,storage_temperature,Storage Temperature,1,,1 year: 0°C to 25°C,,,,,,JE-1000F,ENVIRONMENTAL,ENVIRONMENTAL,spec,NO,,236,,
HTE1531000A-US-JAK,US,TRUE,specifications,ENVIRONMENTAL,4,storage_temperature,Storage Temperature,2,,3 months: 0°C to 45°C,,,,,,JE-1000F,ENVIRONMENTAL,ENVIRONMENTAL,spec,NO,,237,,
HTE1531000A-US-JAK,US,TRUE,specifications,ENVIRONMENTAL,4,storage_temperature,Storage Temperature,3,,1 month: -20°C to 45°C,,,,,,JE-1000F,ENVIRONMENTAL,ENVIRONMENTAL,spec,NO,,238,,
HTE1531000A-JP-JAK,JP,TRUE,specifications,GENERAL INFO,1,product_name,Product Name,1,,Jackery ポータブル電源 1000 New v2,,,,,,JE-1000F,GENERAL INFO,GENERAL INFO,spec,NO,,239,,
HTE1531000A-JP-JAK,JP,TRUE,specifications,GENERAL INFO,1,model_no,Model No.,1,,JE-1000F,,,,,,JE-1000F,GENERAL INFO,GENERAL INFO,spec,NO,,240,,
HTE1531000A-JP-JAK,JP,TRUE,specifications,GENERAL INFO,1,capacity,Capacity,1,,1024 Wh (20Ah/51.2V DC),,,,,,JE-1000F,GENERAL INFO,GENERAL INFO,spec,NO,,241,,
HTE1531000A-JP-JAK,JP,TRUE,specifications,GENERAL INFO,1,weight,Weight,1,,About 10.6 kg,,,,,,JE-1000F,GENERAL INFO,GENERAL INFO,spec,NO,,242,,
HTE1531000A-JP-JAK,JP,TRUE,specifications,GENERAL INFO,1,cycle_life,Cycle Life,1,,"6000 Cycles (90%DOD, 0.5C/0.5C, ≥70%, 25°C)",,,,,,JE-1000F,GENERAL INFO,GENERAL INFO,spec,NO,,243,,
HTE1531000A-JP-JAK,JP,TRUE,specifications,INPUT PORTS,2,ac_input,AC Input,1,Charge Mode,"100V-120V~50/60Hz, 15A Max",,,,,,JE-1000F,INPUT PORTS,INPUT PORTS,spec,NO,,244,,
HTE1531000A-JP-JAK,JP,TRUE,specifications,INPUT PORTS,2,ac_input,AC Input,2,AC Flash Charge,About 1450W±50W @25°C,,,,,,JE-1000F,INPUT PORTS,INPUT PORTS,spec,NO,,245,,
HTE1531000A-JP-JAK,JP,TRUE,specifications,INPUT PORTS,2,dc8020_ports,DC8020 Ports,1,,"11V-16V⎓8A Max, Double 8A Max",,,,,,JE-1000F,INPUT PORTS,INPUT PORTS,spec,NO,,246,,
HTE1531000A-JP-JAK,JP,TRUE,specifications,INPUT PORTS,2,dc8020_ports,DC8020 Ports,2,,"16V-60V⎓12A, Double 21A Max / 400W Max",,,,,,JE-1000F,INPUT PORTS,INPUT PORTS,spec,NO,,247,,
HTE1531000A-JP-JAK,JP,TRUE,specifications,OUTPUT PORTS,3,ac_output,AC Output,1,,"100V~50/60Hz, 15A, 1500W Rated (-10°C to 45°C)",,,,,,JE-1000F,OUTPUT PORTS,OUTPUT PORTS,spec,NO,,248,,
