tracked_root,model,region,artifact,section,page_key,file_name,relative_path,section_title,field_key,change_type,old_value,new_value,source_section_key,source_row_key,source_line_order,source_csv_line,from_ref,to_ref
docs/_review/JE-1000F/JP,JE-1000F,JP,review,page,01_meaning_of_symbols,01_meaning_of_symbols.rst,page/01_meaning_of_symbols.rst,・警告,.. image:: _assets/templates/word_template/common_assets/symbols/do_not_dismantle.png :alt: Do not dismantle icon. :width: 40px,A,,分解、改造しない 故障、発熱、火災・感電の原因になります。,,,,,HEAD~1,HEAD
docs/_review/JE-1000F/JP,JE-1000F,JP,review,page,01_meaning_of_symbols,01_meaning_of_symbols.rst,page/01_meaning_of_symbols.rst,・警告,.. image:: _assets/templates/word_template/common_assets/symbols/prohibited.png :alt: Do not use incompatible voltage icon. :width: 40px,A,,表示された電源電圧以外で使用しない 故障、発熱、火災・感電の原因になります。また、本製品を使用できるのは日本国内のみです。,,,,,HEAD~1,HEAD
docs/_review/JE-1000F/JP,JE-1000F,JP,review,page,01_meaning_of_symbols,01_meaning_of_symbols.rst,page/01_meaning_of_symbols.rst,・警告,.. image:: _assets/templates/word_template/common_assets/symbols/do_not_dismantle.png :alt: Do not self-repair icon. :width: 40px,A,,付属品と本製品が破損した場合は、ご自身で修理をしない,,,,,HEAD~1,HEAD
docs/_review/JE-1000F/JP,JE-1000F,JP,review,page,01_meaning_of_symbols,01_meaning_of_symbols.rst,page/01_meaning_of_symbols.rst,・注意,.. image:: _assets/templates/word_template/common_assets/symbols/warning_triangle.png :alt: Caution icon. :width: 40px,A,,本製品の上に物を載せたり、不安定な場所に置かない 倒れたり、落ちたりしてけがの原因になります。,,,,,HEAD~1,HEAD
docs/_review/JE-1000F/JP,JE-1000F,JP,review,page,01_meaning_of_symbols,01_meaning_of_symbols.rst,page/01_meaning_of_symbols.rst,・注意,.. image:: _assets/templates/word_template/common_assets/symbols/warning_triangle.png :alt: Caution icon. :width: 40px / データサーバや医療機器など、非常時に不具合が起こると人命 / 財産に重大な危険を及ぼしうる用途でのご使用はお控えください。次のようなような機器では、万が一使用中に給電ができなくなった場合、人命 / 財産にかかわる被害が想定されます。 / 医療機器や使用上、生命に関わるような機器 / 社会的、公共的に重要な機器など,A,,重要な事業用機器など,,,,,HEAD~1,HEAD
docs/_review/JE-1000F/JP,JE-1000F,JP,review,page,01_meaning_of_symbols,01_meaning_of_symbols.rst,page/01_meaning_of_symbols.rst,・注意,.. image:: _assets/templates/word_template/common_assets/symbols/warning_triangle.png :alt: Caution icon. :width: 40px #2,A,,心臓にペースメーカーを装着している方は使用しない ペースメーカーが、本製品の影響を受ける恐れがあります。,,,,,HEAD~1,HEAD
docs/_review/JE-1000F/JP,JE-1000F,JP,review,page,01_meaning_of_symbols,01_meaning_of_symbols.rst,page/01_meaning_of_symbols.rst,・注意,.. image:: _assets/templates/word_template/common_assets/symbols/warning_triangle.png :alt: Caution icon. :width: 40px #3,A,,格納式ハンドルを使用してJackery ポータブル電源 1000 Newを移動するときは、積み重ねたり、上に他の物を置いたりしないでください。落下して怪我をする場合があります。,GENERAL INFO,product_name,1,26,HEAD~1,HEAD
docs/_review/JE-1000F/JP,JE-1000F,JP,review,page,03_product_overview_placeholder,03_product_overview_placeholder.rst,page/03_product_overview_placeholder.rst,正面,主電源ボタン,M,~~持ち手~~ハンドル,ハンドル,CONTROLS,tpl_main_power_button_label,1,77,HEAD~1,HEAD
docs/_review/JE-1000F/JP,JE-1000F,JP,review,page,04_lcd_display_placeholder,04_lcd_display_placeholder.rst,page/04_lcd_display_placeholder.rst,液晶画面,1 / Wi-Fi,M,オン： Wi-Fi接続済。 点滅： Wi-Fiに接続する準備ができました。 オフ： Wi-Fi接続解除済。,オン：Wi-Fi接続済。 点滅：Wi-Fiに接続する準備ができました。 オフ：Wi-Fi接続解除済。,,,,,HEAD~1,HEAD
docs/_review/JE-1000F/JP,JE-1000F,JP,review,page,04_lcd_display_placeholder,04_lcd_display_placeholder.rst,page/04_lcd_display_placeholder.rst,液晶画面,14 / バッテリー節約モード Jackeryアプリで有効/無効にできます,M,~~バッテリー節約モード設定時は、バッテリー残量が既定値に設定されるため、バッテリーの寿命を延ばすことが可能です。~~ バッテリー節約モードが有効になると、充電および放電の制限が適用され、バッテリーの寿命を延ばすことが可能です。 （Jackeryアプリで設定してください。電源オフ時も設定は保持されます。） この機能が有効な場合、本製品はSOCを較正するために、時折フル充放電サイクルを実行します。,バッテリー節約モードが有効になると、充電および放電の制限が適用され、バッテリーの寿命を延ばすことが可能です。 （Jackeryアプリで設定してください。電源オフ時も設定は保持されます。） この機能が有効な場合、本製品はSOCを較正するために、時折フル充放電サイクルを実行します。,,,,,HEAD~1,HEAD
docs/_review/JE-1000F/JP,JE-1000F,JP,review,page,04_lcd_display_placeholder,04_lcd_display_placeholder.rst,page/04_lcd_display_placeholder.rst,液晶画面,2 / Bluetooth,M,オン： Bluetooth接続済。 点滅： Bluetoothに接続する準備ができました。 オフ： Bluetooth接続解除済。,オン：Bluetooth接続済。 点滅：Bluetoothに接続する準備ができました。 オフ：Bluetooth接続解除済。,,,,,HEAD~1,HEAD
docs/_review/JE-1000F/JP,JE-1000F,JP,review,page,04_lcd_display_placeholder,04_lcd_display_placeholder.rst,page/04_lcd_display_placeholder.rst,液晶画面,6 / UPS機能,M,~~点灯時~~~~：製品が給電と充電を同時に行う「パススルー充電」状態にあります。停電時には家庭用電源からポータブル電源の切り替え時間が10ミリ秒で行われます。~~ ~~消灯時~~~~：製品がパススルー充電状態ではありません。~~ 点灯時：製品はバイパスモードで動作しています。ACポートに接続された負荷は、ポータブル電源ではなく商用電源から給電されます。 商用電源が突然停電した場合、製品は10ミリ秒以内に自動でバッテリー給電へ切り替わります。 消灯時：製品はバイパスモードではありません。ACポートに接続された負荷は、ポータブル電源の内蔵バッテリーから給電されます。,点灯時：製品はバイパスモードで動作しています。ACポートに接続された負荷は、ポータブル電源ではなく商用電源から給電されます。 商用電源が突然停電した場合、製品は10ミリ秒以内に自動でバッテリー給電へ切り替わります。 消灯時：製品はバイパスモードではありません。ACポートに接続された負荷は、ポータブル電源の内蔵バッテリーから給電されます。,,,,,HEAD~1,HEAD
docs/_review/JE-1000F/JP,JE-1000F,JP,review,page,05_operation_guide_placeholder,05_operation_guide_placeholder.rst,page/05_operation_guide_placeholder.rst,ボタン操作,主電源ボタン + AC出力ボタン / 両方を3秒間長押し,M,省エネモードのオン/ オフを切り替えます,省エネモードのオン/ オフを切り替えます。,CONTROLS,tpl_ac_power_button_label; tpl_main_power_button_label,1,79; 77,HEAD~1,HEAD
docs/_review/JE-1000F/JP,JE-1000F,JP,review,page,05_operation_guide_placeholder,05_operation_guide_placeholder.rst,page/05_operation_guide_placeholder.rst,ボタン操作,主電源ボタン + ライトボタン / 両方を1秒間長押し,M,緊急充電モードのオン／オフを切り替えます,緊急充電モードのオン/オフを切り替えます。,CONTROLS,tpl_main_power_button_label,1,77,HEAD~1,HEAD
docs/_review/JE-1000F/JP,JE-1000F,JP,review,page,05_operation_guide_placeholder,05_operation_guide_placeholder.rst,page/05_operation_guide_placeholder.rst,省エネモード,AC 出力ポート / ≤25W,M,12時間経つとすべての出力は自動的にオフになります,12時間経つとすべての出力は自動的にオフになります。,SETTINGS,tpl_energy_saving_auto_off_duration; tpl_default_standby_duration; tpl_energy_saving_ac_threshold,1,96; 95; 97,HEAD~1,HEAD
docs/_review/JE-1000F/JP,JE-1000F,JP,review,page,05_operation_guide_placeholder,05_operation_guide_placeholder.rst,page/05_operation_guide_placeholder.rst,LCDスクリーン,.. image:: _assets/templates/word_template/common_assets/operation/lcd_mode.png :alt: LCD display mode diagram. :width: 140px / 短くオン / オンにする / 主電源ボタンを押すか、充電入力がある場合。 * / オフにする / 主電源ボタンを押します。 * / 自動オフ / 2分後にLCDは自動的に消灯し、スリープモードになります。 * / 常時オン / オンにする / デバイスが起動している状態で主電源ボタンを2回押します。 * / オフにする / 主電源ボタンを押します。 * / 自動オフ -> .. image:: _assets/templates/word_template/common_assets/operation/lcd_mode.png :alt: LCD display mode diagram. :width: 140px / 短くオン / オンにする / 主電源ボタンを押すか、充電入力がある場合。 * / 短くオン / オフにする / 主電源ボタンを押します。 * / 短くオン / 自動オフ / 2分後にLCDは自動的に消灯し、スリープモードになります。 * / 常時オン / オンにする / デバイスが起動している状態で主電源ボタンを2回押します。 * / 常時オン / オフにする / 主電源ボタンを押します。 * / 常時オン / 自動オフ,M,常時点灯ディスプレイモードは、2時間操作がないと自動的に消灯します。,常時点灯ディスプレイモードは、2時間操作がないと自動的に消灯します。,CONTROLS; SETTINGS,tpl_main_power_button_label; tpl_default_standby_duration,1,77; 95,HEAD~1,HEAD
docs/_review/JE-1000F/JP,JE-1000F,JP,review,page,05_operation_guide_placeholder,05_operation_guide_placeholder.rst,page/05_operation_guide_placeholder.rst,ボタン操作,AC出力ボタン+ USB出力ボタン / 両方を1秒間長押し -> AC出力ボタン + USB出力ボタン / 両方を1秒間長押し,M,Wi-Fi＆Bluetooth オン／オフ,Wi-Fi＆Bluetooth オン/オフ,CONTROLS,tpl_ac_power_button_label,1,79,HEAD~1,HEAD
docs/_review/JE-1000F/JP,JE-1000F,JP,review,page,05_operation_guide_placeholder,05_operation_guide_placeholder.rst,page/05_operation_guide_placeholder.rst,USB/カーポート出力オン/オフ,ご注意,D,* USB-C 100Wは、USB-PD Power Source 3 (PS3) の高出力ポートです。接続されたユーザーデバイスまたはアクセサリーが安全基準を満たしていない場合、火災の危険性があります。これらのポートを使用する前に、接続するデバイスまたはアクセサリーに耐火安全保護が備わっていることを確認してください。 * Jackery ポータブル電源 1000 Newは、IEC/EN/UL 62368-1（または同等の規格）の6.3、6.4、6.5条に準拠したデバイスまたはアクセサリーのみに接続してください。 * 最大出力を得るためには、~~公式のJackery~~ USB-C to USB-C 5Aケーブル（20V DC/5A、100W）を使用してください。,,GENERAL INFO; OUTPUT PORTS,product_name; tpl_usb_c_high_power_port_label,1,26; 99,HEAD~1,HEAD
docs/_review/JE-1000F/JP,JE-1000F,JP,review,page,05_operation_guide_placeholder,05_operation_guide_placeholder.rst,page/05_operation_guide_placeholder.rst,USB/カーポート出力オン/オフ,ご注意 #2,D,* 12V車専用であり、24V車には対応しておりません。 * 本製品の12V DC出力（シガーソケット）から車のバッテリーへ充電中は、エンジンを始動しないでください。製品の故障につながる恐れがあります。 * この機能はあくまで車のバッテリーの緊急補助用であり、深刻なバッテリー上がりや故障したバッテリーには対応しておりません。,,,,,,HEAD~1,HEAD
docs/_review/JE-1000F/JP,JE-1000F,JP,review,page,05_operation_guide_placeholder,05_operation_guide_placeholder.rst,page/05_operation_guide_placeholder.rst,省エネモード,DC/USB 出力ポート,D,≤2W,,SETTINGS,tpl_energy_saving_dc_threshold,1,98,HEAD~1,HEAD
docs/_review/JE-1000F/JP,JE-1000F,JP,review,page,05_operation_guide_placeholder,05_operation_guide_placeholder.rst,page/05_operation_guide_placeholder.rst,省エネモード,説明,D,省エネモードは電源投入後に前回の状態を維持します。モード変更には手動での切り替えが必要です。,,,,,,HEAD~1,HEAD
docs/_review/JE-1000F/JP,JE-1000F,JP,review,page,05_operation_guide_placeholder,05_operation_guide_placeholder.rst,page/05_operation_guide_placeholder.rst,省エネモード,DC/USB 出力ポート / ≤2W,A,,12時間経つとすべての出力は自動的にオフになります。,SETTINGS,tpl_energy_saving_auto_off_duration; tpl_default_standby_duration; tpl_energy_saving_dc_threshold,1,96; 95; 98,HEAD~1,HEAD
docs/_review/JE-1000F/JP,JE-1000F,JP,review,page,07_expansion_battery_pack,07_expansion_battery_pack.rst,page/07_expansion_battery_pack.rst,グリーンエネルギー優先モード:,ご注意,D,* 製品の充電動作温度範囲は-20°C~45°C、放電動作温度範囲は-20℃~45℃です。上限・下限温度を超えた場合、充放電が制限され、または充放電不可の可能性があります。 * 温度によって、製品の充電効率と実際の容量は異なります。,,,,,,HEAD~1,HEAD
docs/_review/JE-1000F/JP,JE-1000F,JP,review,page,07_expansion_battery_pack,07_expansion_battery_pack.rst,page/07_expansion_battery_pack.rst,グリーンエネルギー優先モード:,ご注意 #2,D,* はじめてお使いになるときは、本製品をフル充電してからご使用ください。 * 充電池は空の状態で長期保管(3カ月~6カ月）すると、性能が劣化したり、充電できなくなる場合があります。 * 長期保管中は、電池残量が0％にならないよう、3か月に一度の充電をおすすめします。,,,,,,HEAD~1,HEAD
docs/_review/JE-1000F/JP,JE-1000F,JP,review,page,07_expansion_battery_pack,07_expansion_battery_pack.rst,page/07_expansion_battery_pack.rst,AC充電ケーブル,ご注意,D,AC充電ケーブルのプラグが製品のAC入力ポートにしっかりと、かつ完全に差し込まれていることを確認してください。差し込みが不完全な場合、電流の不安定、発熱、接触不良などが発生し、機器の正常な動作に支障をきたす恐れがあります。,,INPUT PORTS,tpl_side_ac_input_label,1,93,HEAD~1,HEAD
docs/_review/JE-1000F/JP,JE-1000F,JP,review,page,08_charging_methods,08_charging_methods.rst,page/08_charging_methods.rst,ソーラー充電,ご注意,D,DC入力ポートの電圧を一致させてください 2つのDC入力ポートに接続する電源の電圧は必ず一致させてください。電圧が異なると、製品の異常動作や故障の原因となる可能性があります。 例： * 2つのDC8020入力ポートにソーラーパネルを接続する際は、同じ型番のJackery製ソーラーパネルを使用し、接続する枚数も揃えてください。異なる型番や接続枚数で接続すると、電圧が不均一になり、製品が故障するおそれがあります。 * 車載充電器とソーラーパネルを同時に使用して製品を充電しないでください。車のヒューズが切れたり、充電が正常に行われなかったりする可能性があります。,,,,,,HEAD~1,HEAD
docs/_review/JE-1000F/JP,JE-1000F,JP,review,page,08_charging_methods,08_charging_methods.rst,page/08_charging_methods.rst,シガーソケット充電,ご注意,D,"* シガーソケット充電とソーラー充電を同時に使用しないでください。同時に使用すると、車のヒューズが損傷する可能性があります。 * シガーソケット充電は 12V, 10A 車専用で、24V 車は充電できません。人身傷害や物的損害を避けるため、本製品の充電に 24V 車を使用しないでください。",,,,,,HEAD~1,HEAD
docs/_review/JE-1000F/JP,JE-1000F,JP,review,page,10_troubleshooting,10_troubleshooting.rst,page/10_troubleshooting.rst,トラブルシューティング,F6,M,1. AC電源コンセントから充電する前に、~~電力グリッド~~電源供給が安定するのを待ってください。 2. 吸気口および排気口が塞がれていないか確認し、製品の両側に20cmのスペースを確保してください。 3. 製品は日陰で通気の良い場所に設置し、周囲温度が45℃未満であることを確認してください。 4. 製品からすべての負荷を取り外し、アイドル状態にして、エラーが消えるまで待ってください。ご使用の機器の起動時消費電力が本製品の出力範囲を超えていないかをご確認ください。 5. 製品を再起動してください。,1. AC電源コンセントから充電する前に、電源供給が安定するのを待ってください。 2. 吸気口および排気口が塞がれていないか確認し、製品の両側に20cmのスペースを確保してください。 3. 製品は日陰で通気の良い場所に設置し、周囲温度が45℃未満であることを確認してください。 4. 製品からすべての負荷を取り外し、アイドル状態にして、エラーが消えるまで待ってください。ご使用の機器の起動時消費電力が本製品の出力範囲を超えていないかをご確認ください。 5. 製品を再起動してください。,,,,,HEAD~1,HEAD
docs/_review/JE-1000F/JP,JE-1000F,JP,review,page,12_app_setup_placeholder,12_app_setup_placeholder.rst,page/12_app_setup_placeholder.rst,デバイスを追加するには,備考,M,バインド処理中に「デバイスがバインドされました」と表示された場合は、以下の2つの方法で接続できます： * デバイス所有者は、アプリを通じてこのデバイスを他のユーザーと共有します。 * 主電源ボタンとDC/USB出力ボタンを同時に3秒間押すと、Wi-FiとBluetoothが初期化され。,バインド処理中に「デバイスがバインドされました」と表示された場合は、以下の2つの方法で接続できます： * デバイス所有者は、アプリを通じてこのデバイスを他のユーザーと共有します。 * 主電源ボタンとDC/USB出力ボタンを同時に3秒間押すと、Wi-FiとBluetoothが初期化されます。,CONTROLS,tpl_dc_usb_power_button_label; tpl_main_power_button_label,1,78; 77,HEAD~1,HEAD
docs/_review/JE-1000F/JP,JE-1000F,JP,review,page,spec_ja,spec_ja.rst,page/spec_ja.rst,基本情報,製品の名称,D,Jackery ポータブル電源 1000 New,,GENERAL INFO,product_name,1,26,HEAD~1,HEAD
docs/_review/JE-1000F/JP,JE-1000F,JP,review,page,spec_ja,spec_ja.rst,page/spec_ja.rst,基本情報,型番,D,JE-1000F,,GENERAL INFO,model_no,1,27,HEAD~1,HEAD
docs/_review/JE-1000F/JP,JE-1000F,JP,review,page,spec_ja,spec_ja.rst,page/spec_ja.rst,基本情報,定格容量,D,1024Wh (20Ah/51.2V DC),,GENERAL INFO,capacity,1,28,HEAD~1,HEAD
docs/_review/JE-1000F/JP,JE-1000F,JP,review,page,spec_ja,spec_ja.rst,page/spec_ja.rst,基本情報,バッテリータイプ,D,LiFePO₄（リン酸鉄リチウムイオン電池）,,GENERAL INFO,cell_chemistry,1,29,HEAD~1,HEAD
docs/_review/JE-1000F/JP,JE-1000F,JP,review,page,spec_ja,spec_ja.rst,page/spec_ja.rst,基本情報,サイクル寿命,D,6000回（6000回の充放電後も初期容量の70％以上を維持）,,GENERAL INFO,cycle_life,1,32,HEAD~1,HEAD
docs/_review/JE-1000F/JP,JE-1000F,JP,review,page,spec_ja,spec_ja.rst,page/spec_ja.rst,基本情報,サイズ＆重量,D,約TBD mm (約10.6 kg）,,,,,,HEAD~1,HEAD
docs/_review/JE-1000F/JP,JE-1000F,JP,review,page,spec_ja,spec_ja.rst,page/spec_ja.rst,入力ポート,1×ACポート / 100V-120V~ 50Hz/60Hz，最大15A，1450W±50W^①^ *,D,パススルー^②^：100V-120V~ 50Hz/60Hz，最大15A，最大1500W,,OUTPUT PORTS,tpl_ups_bypass_output_text,1,100,HEAD~1,HEAD
docs/_review/JE-1000F/JP,JE-1000F,JP,review,page,spec_ja,spec_ja.rst,page/spec_ja.rst,入力ポート,2×DC8020ポート / PV：16V-60V⎓12A，2ポート最大21A，最大400W *,D,ｼｶﾞｰｿｹｯﾄ ：11V-16V⎓最大8A，2ポート最大8A,,INPUT PORTS,tpl_side_dc_input_pv_spec,1,91,HEAD~1,HEAD
docs/_review/JE-1000F/JP,JE-1000F,JP,review,page,spec_ja,spec_ja.rst,page/spec_ja.rst,出カポート,3×ACポート,D,100V~50Hz/60Hz，最大15A，定格1500W（-10℃~45℃） 100V~50Hz/60Hz，最大7A，定格700W（-20℃~-10℃）,,OUTPUT PORTS,tpl_ups_bypass_output_text,1,100,HEAD~1,HEAD
docs/_review/JE-1000F/JP,JE-1000F,JP,review,page,spec_ja,spec_ja.rst,page/spec_ja.rst,出カポート,AC出力合計,D,定格1500W，瞬間最大3000W,,OUTPUT PORTS,tpl_ups_bypass_output_text,1,100,HEAD~1,HEAD
docs/_review/JE-1000F/JP,JE-1000F,JP,review,page,spec_ja,spec_ja.rst,page/spec_ja.rst,出カポート,AC出力（パススルー）^②^,D,100V-120V~ 50Hz/60Hz，最大15A，最大1500W,,OUTPUT PORTS,tpl_ups_bypass_output_text,1,100,HEAD~1,HEAD
docs/_review/JE-1000F/JP,JE-1000F,JP,review,page,spec_ja,spec_ja.rst,page/spec_ja.rst,出カポート,2×USB-Cポート / 5V⎓3A，9V⎓3A，12V⎓2.5A，15V⎓2A，20V⎓1.5A，最大30W *,D,5V⎓3A，9V⎓3A，12V⎓3A，15V⎓3A，20V⎓5A，最大100W（-10℃~45℃） (-20℃~-10℃では出力不可),,OUTPUT PORTS,tpl_front_usb_c_low_spec; tpl_front_usb_c_high_spec,1,83; 85,HEAD~1,HEAD
docs/_review/JE-1000F/JP,JE-1000F,JP,review,page,spec_ja,spec_ja.rst,page/spec_ja.rst,出カポート,1×USB-Aポート,D,5-6V⎓3A，6-9V⎓2A，9-12V⎓1.5A，最大18W,,OUTPUT PORTS,tpl_front_usb_a_spec,1,87,HEAD~1,HEAD
docs/_review/JE-1000F/JP,JE-1000F,JP,review,page,spec_ja,spec_ja.rst,page/spec_ja.rst,出カポート,シガーソケット出力,D,12V⎓最大10A,,OUTPUT PORTS,tpl_front_dc12_port_spec,1,81,HEAD~1,HEAD
docs/_review/JE-1000F/JP,JE-1000F,JP,review,page,spec_ja,spec_ja.rst,page/spec_ja.rst,温度範囲,充電温度,D,20°C~45°C,,ENVIRONMENTAL OPERATING TEMPERATURE,charging_temperature,1,46,HEAD~1,HEAD
docs/_review/JE-1000F/JP,JE-1000F,JP,review,page,spec_ja,spec_ja.rst,page/spec_ja.rst,温度範囲,動作温度,D,20°C~45°C,,,,,,HEAD~1,HEAD
docs/_review/JE-1000F/JP,JE-1000F,JP,review,page,spec_ja,spec_ja.rst,page/spec_ja.rst,温度範囲,保存温度,D,1ヶ月 -20℃~45℃ 3ヶ月 0℃~45℃ 1年間 0℃~25℃,,,,,,HEAD~1,HEAD
